Ind1610 134 138 130 128 274 277 140 146 255 251 170 170 175 169 172 174 268 280 147 147 
Ind252 142 134 122 126 274 277 137 146 241 263 176 176 169 171 172 176 280 280 145 147 
Ind1288 132 134 124 122 274 274 146 146 249 247 172 176 169 169 172 174 268 276 147 147 
Ind1407 138 130 130 122 277 277 143 146 247 241 172 174 169 167 180 170 276 274 147 145 
Ind629 138 134 130 128 277 277 146 137 241 251 172 172 167 169 178 170 278 270 145 147 
Ind1142 144 132 126 122 274 274 146 155 243 243 170 170 167 169 168 170 276 276 147 147 
Ind371 140 132 130 126 274 274 164 134 267 257 172 182 169 193 168 168 280 294 147 145 
Ind1449 134 128 124 124 274 277 146 140 243 243 178 184 169 169 168 170 280 280 147 145 
Ind324 144 144 130 126 277 274 146 140 241 243 178 172 171 169 172 168 268 280 147 145 
Ind1811 144 128 122 124 274 274 143 143 241 243 180 176 167 169 174 174 272 280 147 0 
Ind1487 134 136 128 126 274 277 143 146 247 241 170 170 173 181 172 172 272 280 147 147 
Ind1284 134 134 126 132 274 274 137 134 251 247 172 188 169 165 172 170 268 282 147 147 
Ind1193 138 134 124 128 274 277 137 146 243 241 178 172 171 187 170 170 280 276 147 147 
Ind1468 140 144 128 130 277 274 146 149 243 249 176 178 177 165 170 174 278 280 145 145 
Ind440 132 132 124 128 277 277 143 134 239 243 180 168 175 175 172 172 280 268 147 147 
Ind1366 132 132 130 124 274 277 140 143 235 241 172 182 167 167 172 170 268 268 147 147 
Ind151 132 138 130 130 274 274 140 143 239 241 176 182 173 177 170 168 298 280 147 147 
Ind237 132 146 132 128 274 274 146 134 241 245 188 172 169 173 176 172 268 268 147 145 
Ind1991 136 134 124 124 277 274 143 140 229 239 174 178 177 171 168 170 270 274 147 147 
Ind927 132 140 128 124 274 277 134 146 241 243 184 154 173 167 168 166 294 276 147 145 
Ind1017 138 134 122 124 274 274 140 146 241 235 174 168 181 171 168 170 276 280 147 145 
Ind1148 132 134 124 128 277 274 143 146 253 231 172 180 169 181 172 172 280 284 147 147 
Ind1173 140 132 124 124 274 274 146 164 251 243 174 176 169 169 170 168 276 272 147 0 
Ind113 138 138 126 128 274 274 134 134 259 241 170 176 179 169 172 176 268 268 145 147 
Ind1928 134 134 122 126 274 274 152 140 243 253 172 180 167 173 168 168 278 274 147 147 
Ind812 132 138 130 126 274 277 140 143 241 267 180 170 173 165 170 168 276 270 147 147 
Ind1294 140 142 128 130 274 277 152 146 243 255 186 184 169 173 168 172 280 280 147 147 
Ind632 130 132 126 130 277 274 143 146 241 247 174 172 177 171 170 170 276 280 145 145 
Ind1059 134 144 128 126 274 277 143 140 243 255 176 184 169 171 168 176 280 276 147 147 
Ind904 140 136 130 126 274 277 146 140 243 235 188 172 167 171 174 194 268 302 149 145 
Ind1287 134 132 126 130 274 274 143 146 253 259 168 178 169 169 172 168 268 276 145 145 
Ind532 134 134 124 126 274 274 137 146 247 241 196 186 169 175 170 192 278 280 147 147 
Ind467 134 132 126 126 274 274 143 140 249 259 180 172 167 177 172 168 268 280 145 147 
Ind1600 142 130 122 126 277 274 146 134 251 241 176 172 181 169 170 170 280 268 147 145 
Ind1082 132 136 124 132 274 274 146 143 243 241 176 180 177 173 172 178 268 270 147 145 
Ind1354 140 140 128 126 274 274 167 134 241 253 186 186 167 171 168 170 278 284 147 145 
Ind1886 132 140 122 124 274 274 146 146 239 255 172 186 167 169 170 170 278 280 147 147 
Ind1613 134 134 126 128 274 277 146 155 243 243 170 168 167 169 170 170 280 276 147 147 
Ind573 134 134 128 130 274 274 143 158 257 255 172 190 167 171 172 168 276 274 145 147 
Ind1282 134 134 124 126 274 274 146 140 247 269 176 180 175 171 170 176 276 276 147 147 
Ind530 160 138 128 126 274 274 152 143 241 243 178 178 169 171 168 172 276 280 147 147 
Ind1556 134 144 126 130 274 274 158 143 239 259 168 172 171 167 170 168 276 282 147 145 
Ind85 132 132 130 128 277 274 146 146 253 249 154 176 167 179 170 178 268 280 147 147 
Ind1930 134 140 124 124 277 274 137 143 243 241 174 172 169 173 176 168 268 282 147 145 
Ind1505 134 136 122 130 274 274 146 143 243 241 164 192 177 167 168 176 280 280 147 145 
Ind806 132 140 130 130 277 274 140 140 245 243 162 176 167 167 172 170 278 294 147 145 
Ind851 142 134 130 122 277 277 140 140 241 243 174 170 193 169 176 168 276 276 147 147 
Ind514 144 142 128 126 277 274 140 167 251 249 176 174 173 187 172 172 276 272 147 147 
Ind1999 132 134 122 128 277 274 134 143 235 251 172 176 171 169 182 174 276 276 147 147 
Ind611 136 134 124 130 274 274 143 155 243 241 172 188 169 167 172 178 280 278 147 147 
Ind605 142 134 126 132 274 277 143 146 239 235 178 172 179 169 176 174 282 268 147 147 
Ind1833 128 128 126 122 274 274 146 146 257 269 180 176 167 165 170 172 276 268 147 147 
Ind1836 138 134 128 124 274 274 146 146 269 247 190 186 171 169 170 172 280 280 147 149 
Ind1205 132 134 128 130 274 274 146 140 239 247 168 182 187 177 168 172 280 276 145 145 
Ind1358 132 142 122 128 277 274 146 146 251 243 178 172 171 167 170 176 278 268 145 145 
Ind948 144 144 130 130 274 277 146 143 255 247 184 176 171 167 168 158 270 280 145 147 
Ind1360 136 164 124 132 277 274 137 137 0 0 172 176 167 171 170 168 276 280 147 147 
Ind1120 134 134 124 130 274 277 137 143 243 249 174 178 171 171 170 170 294 278 147 147 
Ind58 134 138 124 122 274 274 149 143 243 241 180 178 169 171 172 176 278 278 147 147 
Ind66 140 140 126 126 274 274 143 146 241 255 154 174 167 167 170 170 298 280 145 147 
Ind1572 144 144 124 130 277 274 149 134 239 235 178 168 169 167 170 174 280 284 147 147 
Ind1823 132 136 122 130 277 277 143 146 251 247 172 174 173 167 170 174 268 276 145 147 
Ind1818 132 134 122 124 274 277 146 146 259 239 176 186 189 193 172 168 280 278 147 0 
Ind1050 132 134 126 128 277 274 143 143 255 241 176 186 169 193 168 168 278 276 145 145 
Ind1318 140 140 126 126 274 274 134 143 243 243 176 184 189 173 176 170 270 268 145 145 
Ind1152 132 134 126 126 274 274 137 137 235 241 170 170 169 169 168 172 302 278 147 145 
Ind1949 136 138 130 126 274 274 140 143 243 267 184 170 167 181 174 174 276 278 147 147 
Ind952 134 138 122 124 274 274 137 146 273 267 180 176 167 167 170 172 288 276 145 147 
Ind493 132 134 126 124 274 274 146 143 235 241 176 182 169 169 176 170 268 274 145 147 
Ind1636 132 134 124 126 274 274 143 140 231 243 178 168 167 169 174 172 276 274 147 147 
Ind640 132 134 128 130 274 274 146 146 239 241 180 174 173 167 168 172 276 276 147 145 
Ind1933 134 134 124 128 274 274 152 146 231 241 176 174 173 169 168 172 272 296 147 145 
Ind1225 138 132 126 126 274 274 140 134 243 245 176 188 169 185 0 0 276 278 145 145 
Ind1210 142 134 132 124 274 277 143 146 235 255 178 190 173 167 174 170 282 280 147 147 
Ind945 134 142 130 130 274 277 146 146 241 259 178 190 169 169 172 170 282 276 145 145 
Ind979 142 144 126 128 274 274 146 134 247 243 176 176 175 171 178 172 268 278 147 147 
Ind1067 134 134 124 122 277 274 146 161 257 241 168 182 175 177 170 170 280 276 147 149 
Ind805 132 140 126 130 277 274 143 140 255 243 162 176 163 167 172 170 278 294 147 145 
Ind1594 132 130 130 130 277 277 134 134 255 241 172 174 187 169 168 172 276 280 147 145 
Ind388 140 146 126 128 274 274 149 146 241 251 184 182 173 167 168 176 280 282 145 147 
Ind1029 144 134 128 124 274 277 146 134 241 247 176 184 167 165 172 172 276 302 147 145 
Ind1605 134 140 128 126 277 274 140 170 241 243 182 178 169 169 172 180 280 276 147 147 
Ind1103 132 134 128 126 274 277 137 143 257 243 178 174 177 167 176 170 280 278 147 147 
Ind1557 134 134 126 126 274 274 140 146 243 241 178 184 177 171 176 170 280 276 147 147 
Ind1566 138 140 124 126 274 274 146 152 241 261 184 172 167 169 172 176 268 280 147 147 
Ind647 140 132 126 124 274 274 146 143 251 243 174 182 167 167 176 178 276 278 147 147 
Ind751 134 138 130 128 277 274 146 146 0 0 170 172 169 173 174 168 278 270 147 147 
Ind818 134 144 128 128 274 274 134 164 255 259 174 180 169 173 170 170 280 268 147 147 
Ind1615 134 144 126 124 277 274 155 182 235 241 186 170 173 173 174 170 272 276 149 147 
Ind1359 134 132 128 122 274 277 146 143 241 259 178 180 169 173 170 168 276 280 145 145 
Ind610 140 138 124 128 277 274 146 140 243 243 178 172 169 167 172 172 276 276 145 147 
Ind1829 132 136 122 128 277 274 146 152 243 241 186 188 167 185 170 170 276 280 147 147 
Ind1540 134 140 130 128 274 277 146 146 243 235 172 184 187 187 178 170 276 298 147 147 
Ind223 140 134 128 130 274 274 140 134 247 243 184 176 171 169 170 178 280 302 147 147 
Ind1940 138 142 128 122 274 274 143 140 247 257 180 182 169 177 176 172 268 270 147 147 
Ind1844 144 146 122 132 274 277 146 152 253 249 180 180 175 169 186 172 276 282 147 147 
Ind1971 134 144 126 126 274 274 146 155 251 247 172 186 173 175 192 174 268 278 145 147 
Ind1262 132 134 126 128 274 274 146 143 247 263 178 174 165 169 178 170 268 276 147 145 
Ind1790 142 132 130 130 274 274 122 146 257 251 180 174 169 169 170 172 268 268 147 147 
Ind1135 132 128 122 122 277 274 140 134 241 253 180 168 167 167 176 170 280 276 147 147 
Ind1530 138 134 128 130 277 274 140 146 243 243 182 178 173 167 174 170 280 284 147 149 
Ind1419 138 138 130 126 274 277 134 134 255 241 180 172 171 167 170 178 278 276 147 145 
Ind79 134 136 116 130 274 277 146 146 251 243 178 178 171 169 172 178 268 280 149 147 
Ind1889 134 128 124 122 274 274 146 146 251 243 176 172 169 167 168 172 276 282 147 147 
Ind853 132 128 130 130 274 274 146 146 235 255 176 176 169 163 176 170 276 268 147 145 
Ind1762 138 132 126 126 277 277 119 119 241 243 186 176 173 169 168 170 268 276 145 145 
Ind335 134 134 122 128 274 274 143 149 241 241 180 176 171 173 172 172 298 280 147 145 
Ind1873 132 132 126 124 274 274 146 146 243 243 170 178 167 167 168 176 276 276 145 145 
Ind102 142 134 124 128 274 274 146 146 251 251 174 166 187 169 170 170 0 0 145 145 
Ind662 132 128 124 122 274 274 152 146 231 241 172 188 177 169 168 168 280 282 147 145 
Ind389 142 128 128 124 274 274 143 146 273 243 172 154 169 179 174 168 280 268 147 147 
Ind1664 132 140 130 126 274 277 134 140 247 257 174 180 167 175 170 176 280 276 147 147 
Ind869 134 128 124 126 274 274 146 146 241 239 176 168 167 177 168 184 282 276 147 145 
Ind46 140 132 130 116 274 274 143 134 235 255 170 172 167 173 170 174 268 280 147 145 
Ind555 134 132 124 130 274 277 146 140 235 241 168 176 179 169 170 166 276 280 149 147 
Ind831 130 144 132 128 274 274 143 143 235 241 174 172 171 175 172 172 276 276 147 149 
Ind781 128 134 130 126 274 274 143 146 243 251 178 178 169 169 176 168 274 270 147 147 
Ind453 144 142 130 122 274 277 146 146 239 243 190 180 169 167 172 170 280 276 147 147 
Ind409 142 140 122 128 274 274 143 146 269 247 176 184 169 175 176 172 302 268 145 145 
Ind444 140 140 126 126 274 274 140 143 241 249 174 168 175 165 168 174 274 270 145 147 
Ind508 132 138 122 126 274 274 146 143 259 243 184 174 169 177 172 172 298 276 147 147 
Ind11 138 144 122 122 274 277 137 143 245 251 180 176 169 167 170 168 276 0 147 147 
Ind1240 140 134 130 124 274 274 137 146 243 247 186 184 167 165 172 172 282 280 147 147 
Ind98 134 132 124 126 274 274 146 146 267 241 186 186 171 169 170 176 270 284 147 147 
Ind792 134 140 122 124 274 274 146 146 243 245 186 184 187 185 172 190 278 280 145 147 
Ind167 138 134 126 124 274 274 146 146 241 259 180 172 181 171 170 172 268 280 147 147 
Ind994 144 134 130 126 274 274 146 146 269 241 182 170 167 169 170 170 276 268 147 147 
Ind1005 134 132 122 126 277 274 146 146 243 247 170 190 167 167 170 170 276 276 147 147 
Ind180 142 144 124 130 277 274 137 143 247 241 178 176 167 169 172 170 272 278 147 145 

0 0 !Probabilities that the father and mother of an offspring included in candidates
0 0 !Numbers of candidate males and females



0 0 !Number of known paternities

0 0 !Number of known maternities

0 !Number of known paternal sibships with unknown fathers

0  !Number of known maternal sibships with unknown mothers

0  !Number of offspring with known excluded paternity

0  !Number of offspring with known excluded maternity

200 !Number of offspring with known excluded paternal sibships
Ind1202 166 Ind259 Ind577 Ind1621 Ind128 Ind730 Ind1090 Ind1718 Ind1122 Ind1061 Ind695 Ind144 Ind1579 Ind983 Ind1541 Ind1643 Ind916 Ind99 Ind1339 Ind649 Ind702 Ind1779 Ind947 Ind1475 Ind586 Ind1204 Ind622 Ind230 Ind679 Ind638 Ind893 Ind660 Ind830 Ind896 Ind463 Ind392 Ind1588 Ind356 Ind503 Ind459 Ind564 Ind1953 Ind1577 Ind349 Ind354 Ind415 Ind1749 Ind962 Ind1367 Ind917 Ind748 Ind1299 Ind1281 Ind1684 Ind1372 Ind1454 Ind618 Ind454 Ind699 Ind1900 Ind1539 Ind1853 Ind1937 Ind88 Ind1964 Ind825 Ind1610 Ind252 Ind1288 Ind1407 Ind629 Ind1142 Ind371 Ind1449 Ind324 Ind1811 Ind1284 Ind1193 Ind440 Ind1366 Ind151 Ind237 Ind1991 Ind927 Ind1017 Ind1148 Ind1173 Ind113 Ind1928 Ind812 Ind1294 Ind632 Ind1059 Ind904 Ind1287 Ind532 Ind1600 Ind1082 Ind1613 Ind1282 Ind530 Ind1930 Ind1505 Ind611 Ind605 Ind1833 Ind1836 Ind1205 Ind1358 Ind948 Ind1360 Ind58 Ind66 Ind1572 Ind1823 Ind1818 Ind1318 Ind1949 Ind952 Ind1933 Ind1225 Ind1210 Ind1067 Ind1594 Ind388 Ind1029 Ind1103 Ind1566 Ind647 Ind751 Ind818 Ind1615 Ind1359 Ind610 Ind1829 Ind1540 Ind223 Ind1940 Ind1844 Ind1971 Ind1262 Ind1790 Ind1135 Ind1530 Ind79 Ind1889 Ind1762 Ind335 Ind102 Ind662 Ind389 Ind1664 Ind869 Ind46 Ind555 Ind831 Ind781 Ind453 Ind444 Ind508 Ind11 Ind1240 Ind98 Ind792 Ind167 Ind994 Ind1005 
Ind205 166 Ind259 Ind577 Ind1621 Ind128 Ind730 Ind1090 Ind1718 Ind1122 Ind1061 Ind695 Ind144 Ind1579 Ind983 Ind1541 Ind1643 Ind916 Ind99 Ind1339 Ind649 Ind702 Ind1779 Ind947 Ind1475 Ind586 Ind1204 Ind622 Ind230 Ind679 Ind638 Ind893 Ind660 Ind830 Ind896 Ind463 Ind392 Ind1588 Ind356 Ind503 Ind459 Ind564 Ind1953 Ind1577 Ind349 Ind354 Ind415 Ind1749 Ind962 Ind1367 Ind917 Ind748 Ind1299 Ind1281 Ind1684 Ind1372 Ind1454 Ind618 Ind454 Ind699 Ind1900 Ind1539 Ind1853 Ind1937 Ind88 Ind1964 Ind825 Ind1610 Ind252 Ind1288 Ind1407 Ind629 Ind1142 Ind371 Ind1449 Ind324 Ind1811 Ind1284 Ind1193 Ind440 Ind1366 Ind151 Ind237 Ind1991 Ind927 Ind1017 Ind1148 Ind1173 Ind113 Ind1928 Ind812 Ind1294 Ind632 Ind1059 Ind904 Ind1287 Ind532 Ind1600 Ind1082 Ind1613 Ind1282 Ind530 Ind1930 Ind1505 Ind611 Ind605 Ind1833 Ind1836 Ind1205 Ind1358 Ind948 Ind1360 Ind58 Ind66 Ind1572 Ind1823 Ind1818 Ind1318 Ind1949 Ind952 Ind1933 Ind1225 Ind1210 Ind1067 Ind1594 Ind388 Ind1029 Ind1103 Ind1566 Ind647 Ind751 Ind818 Ind1615 Ind1359 Ind610 Ind1829 Ind1540 Ind223 Ind1940 Ind1844 Ind1971 Ind1262 Ind1790 Ind1135 Ind1530 Ind79 Ind1889 Ind1762 Ind335 Ind102 Ind662 Ind389 Ind1664 Ind869 Ind46 Ind555 Ind831 Ind781 Ind453 Ind444 Ind508 Ind11 Ind1240 Ind98 Ind792 Ind167 Ind994 Ind1005 
Ind153 166 Ind259 Ind577 Ind1621 Ind128 Ind730 Ind1090 Ind1718 Ind1122 Ind1061 Ind695 Ind144 Ind1579 Ind983 Ind1541 Ind1643 Ind916 Ind99 Ind1339 Ind649 Ind702 Ind1779 Ind947 Ind1475 Ind586 Ind1204 Ind622 Ind230 Ind679 Ind638 Ind893 Ind660 Ind830 Ind896 Ind463 Ind392 Ind1588 Ind356 Ind503 Ind459 Ind564 Ind1953 Ind1577 Ind349 Ind354 Ind415 Ind1749 Ind962 Ind1367 Ind917 Ind748 Ind1299 Ind1281 Ind1684 Ind1372 Ind1454 Ind618 Ind454 Ind699 Ind1900 Ind1539 Ind1853 Ind1937 Ind88 Ind1964 Ind825 Ind1610 Ind252 Ind1288 Ind1407 Ind629 Ind1142 Ind371 Ind1449 Ind324 Ind1811 Ind1284 Ind1193 Ind440 Ind1366 Ind151 Ind237 Ind1991 Ind927 Ind1017 Ind1148 Ind1173 Ind113 Ind1928 Ind812 Ind1294 Ind632 Ind1059 Ind904 Ind1287 Ind532 Ind1600 Ind1082 Ind1613 Ind1282 Ind530 Ind1930 Ind1505 Ind611 Ind605 Ind1833 Ind1836 Ind1205 Ind1358 Ind948 Ind1360 Ind58 Ind66 Ind1572 Ind1823 Ind1818 Ind1318 Ind1949 Ind952 Ind1933 Ind1225 Ind1210 Ind1067 Ind1594 Ind388 Ind1029 Ind1103 Ind1566 Ind647 Ind751 Ind818 Ind1615 Ind1359 Ind610 Ind1829 Ind1540 Ind223 Ind1940 Ind1844 Ind1971 Ind1262 Ind1790 Ind1135 Ind1530 Ind79 Ind1889 Ind1762 Ind335 Ind102 Ind662 Ind389 Ind1664 Ind869 Ind46 Ind555 Ind831 Ind781 Ind453 Ind444 Ind508 Ind11 Ind1240 Ind98 Ind792 Ind167 Ind994 Ind1005 
Ind1350 166 Ind259 Ind577 Ind1621 Ind128 Ind730 Ind1090 Ind1718 Ind1122 Ind1061 Ind695 Ind144 Ind1579 Ind983 Ind1541 Ind1643 Ind916 Ind99 Ind1339 Ind649 Ind702 Ind1779 Ind947 Ind1475 Ind586 Ind1204 Ind622 Ind230 Ind679 Ind638 Ind893 Ind660 Ind830 Ind896 Ind463 Ind392 Ind1588 Ind356 Ind503 Ind459 Ind564 Ind1953 Ind1577 Ind349 Ind354 Ind415 Ind1749 Ind962 Ind1367 Ind917 Ind748 Ind1299 Ind1281 Ind1684 Ind1372 Ind1454 Ind618 Ind454 Ind699 Ind1900 Ind1539 Ind1853 Ind1937 Ind88 Ind1964 Ind825 Ind1610 Ind252 Ind1288 Ind1407 Ind629 Ind1142 Ind371 Ind1449 Ind324 Ind1811 Ind1284 Ind1193 Ind440 Ind1366 Ind151 Ind237 Ind1991 Ind927 Ind1017 Ind1148 Ind1173 Ind113 Ind1928 Ind812 Ind1294 Ind632 Ind1059 Ind904 Ind1287 Ind532 Ind1600 Ind1082 Ind1613 Ind1282 Ind530 Ind1930 Ind1505 Ind611 Ind605 Ind1833 Ind1836 Ind1205 Ind1358 Ind948 Ind1360 Ind58 Ind66 Ind1572 Ind1823 Ind1818 Ind1318 Ind1949 Ind952 Ind1933 Ind1225 Ind1210 Ind1067 Ind1594 Ind388 Ind1029 Ind1103 Ind1566 Ind647 Ind751 Ind818 Ind1615 Ind1359 Ind610 Ind1829 Ind1540 Ind223 Ind1940 Ind1844 Ind1971 Ind1262 Ind1790 Ind1135 Ind1530 Ind79 Ind1889 Ind1762 Ind335 Ind102 Ind662 Ind389 Ind1664 Ind869 Ind46 Ind555 Ind831 Ind781 Ind453 Ind444 Ind508 Ind11 Ind1240 Ind98 Ind792 Ind167 Ind994 Ind1005 
